BirthAtt	BritCol	FH	FemIR_adult	FemIR_youth	GDP	GDPcap	GDPcur	GDPgrowth	GDPppp	GDPpwt	GINI	HDI	IMRus	IMRwdi	LatinAm	Polity	SOVgdpcap	U5MRwdi	_merge	agrEXval	asia	auto_polity	autocracy_mod	autocracy_new	birth	cathol	civil	commie	cty_name	debt	democracy	density	doctors	durable	edgov_undp	edspend_undp	eeur	enroll_undp	exports	fertility	fmr_sov	girls_boys	govrev	healthPRI	healthPUB	healthTOT	hunger_undp	id	id1	illiteracy	infmort_undp	infmort_unicef	islam	kidmort_undp	kidmort_unicef	kidmort_who	life	life_undp	logCMRunicef	logCMRwdi	logCMRwho	logIMRunicef	logIMRus	logIMRwdi	logilliteracy	malnutrition	me_nafr	mideast	newspapers	oecd	polrights	population	poverty	povline	rgdpch	ssafrica	trade	urban	year
		3.5	30.292	18.982	6358374400	1229.03	3951399936	6.73	1433	1.37238241E10					1.0	-3.0	5440		3		0.0	4	0	0			3	0.0	"Dominican Republic"		1.0	106.934685		10			0.0	101			0.0		15.61					"DOM"	45	28.749															3.358603		0.0			0.0	4	5173500			2652.7156	0.0	49.08	46.34	1976
		3.0	29.464	18.44	6674874368	1259.8	4587100160	4.98	1547	1.44323615E10					1.0	-3.0	5659		3		0.0	4	0	0	34.9		2	0.0	"Dominican Republic"		1.0	109.51509		11			0.0	101		4.7	0.0		14.63					"DOM"	45	28.032							61.96								3.3333466		0.0			0.0	4	5298340			2723.9402	0.0	44.19	47.38	1977
		2.0	28.718	17.9	6818028544	1256.83	4774400000	2.14	1635	1.48579215E10			88.6		1.0	6.0	5874		3		0.0	0	0	0			2	0.0	"Dominican Republic"		1.0	112.12877		0			0.0	101			0.0		14.23					"DOM"	45	27.399													4.484132		3.3105066		0.0			0.0	2	5424790			2738.8933	0.0	41.51	48.42	1978
		2.5	27.933	17.362	7126459392	1282.57	5498800128	4.52	1842	1.5690626E10					1.0	6.0	5946		3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	114.8487		1			0.0	101			0.0		13.3					"DOM"	45	26.726															3.285637		0.0			0.0	2	5556380			2823.8936	0.0	47.63	49.46	1979
		2.5	27.198	16.827	7558524416	1327.22	6631000064	6.06	2210	1.66117243E10		0.646	72.17	71	1.0	6.0	6119	92	3	2.16528336E8	0.0	0	0	0	34.24		3	0.0	"Dominican Republic"		1.0	117.71393		2			0.0	101	1216999936	4.208	0.0		14.24					"DOM"	45	26.067		71			92.0	92	62.56		4.5217886	4.5217886	4.5217886	4.26268	4.2790246	4.26268	3.2606702		0.0		38.63038	0.0	2	5695000			2916.8962	0.0	48.11	50.5	1980
		1.5	26.484	16.294	7865654272	1346.81	7266999808	4.06	2391	1.79515412E10			69.56		1.0	6.0	6300		3	2.46548928E8	0.0	0	0	0			2	0.0	"Dominican Republic"		1.0	120.71517		3			0.0	101	1456999936		0.0		13.45					"DOM"	45	25.446													4.24219		3.2365584		0.0			0.0	1	5840200			3073.7888	0.0	45.84	51.32	1981
		1.5	25.78	15.762	7987984896	1332.95	7964000256	1.56	2384	1.86818703E10			67.04		1.0	6.0	6499		3	2.61337872E8	0.0	0	0	0	33.8		2	0.0	"Dominican Republic"		1.0	123.86751		4			0.0	101	984000000	3.88	0.0		10.24					"DOM"	45	24.832							62.96						4.2052894		3.2121332		0.0			0.0	1	5992710			3117.4329	0.0	33.59	52.14	1982
		1.5	25.136	15.23	8354979328	1358.98	8622000128	4.59	2410	1.94916721E10			64.62		1.0	6.0	6737		3	3.81468608E8	0.0	0	0	0			2	0.0	"Dominican Republic"		1.0	127.077095		5			0.0	101	1083000064		0.0		11.42					"DOM"	45	24.251													4.168524		3.1884577		0.0			0.0	1	6147990			3170.4138	0.0	32.71	52.96	1983
		2.0	24.456	14.698	8378405376	1330.14	10330399744	0.28	2477	1.95824763E10			62.28		1.0	6.0	6946		3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	130.19615	0.5643852	6			0.0	101	1254000000		0.0		12.04					"DOM"	45	23.671													4.1316404		3.1642506		0.0			0.0	1	6298890			3108.8772	0.0	61.05	53.78	1984
		2.0	23.81	14.165	8461694464	1313.72	5044579840	0.99	2645	1.9905493E10		0.667	60.02		1.0	6.0	7049		3	3.81987776E8	0.0	0	0	0	31.58		3	0.0	"Dominican Republic"		1.0	133.13353		7			0.0	101	1228000000	3.652	0.0		10.93					"DOM"	45	23.1						70	64.09				4.248495		4.094678		3.1398327		0.0		33.535164	0.0	1	6441000			3090.435	0.0	65.25	54.6	1985
97.0		2.0	23.243	13.702	8766742528	1333.18	6122127872	3.61	2791	2.06207406E10			57.91		1.0	6.0	7181		3	5.18454528E8	0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	135.92021		8			0.0	101	1312000000		0.0		12.6					"DOM"	45	22.583													4.05889		3.1171975	12.4	0.0			0.0	1	6575820			3135.8433	0.0	57.82	55.34	1986
65.0		2.0	22.694	13.237	9645967360	1438.75	5827051008	10.03	3338	2.14912307E10			55.87		1.0	6.0	7275		3	1.27276326E9	0.0	0	0	0	30.1		3	0.0	"Dominican Republic"		1.0	138.57771		9			0.0	101	1498000000	3.5	0.0		13.4					"DOM"	45	22.092							64.85						4.0230274		3.0952156		0.0			0.0	1	6704390			3205.546	0.0	62.99	56.08	1987
		2.0	22.152	12.77	9853931520	1443.32	5374300160	2.16	3606	2.24324547E10			53.9		1.0	6.0	7616		3	6.8781126E8	0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	141.1172	1.0739317	10			0.0	101	1963000064		0.0		14.12					"DOM"	45	21.608													3.9871304		3.0730636		0.0			0.0	1	6827250			3285.7234	0.0	74.77	56.82	1988
		2.0	21.572	12.3	10328160256	1487.02	6686592512	4.81	3614	2.30513725E10			52.0		1.0	6.0	7741		3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	143.56242		11			0.0	101	2240999936		0.0		14.32					"DOM"	45	21.097													3.9512436		3.049131		0.0			0.0	1	6945550	25		3318.8694	0.0	78.0	57.56	1989
		2.5	21.023	11.828	9726441472	1377.49	7073674752	-5.83	3361	2.23110164E10		0.677	50.16	53	1.0	6.0		65	3		0.0	0	0	0	28.24		3	0.0	"Dominican Republic"		1.0	145.94875	1.4900156	12			0.0	101	2169999872	3.38	0.0		12.04	2.9	1.58	4.45		"DOM"	45	20.604		50			65.0	56	65.93		4.1743875	4.1743875	4.0253515	3.912023	3.9152179	3.9702919	3.0254853		0.0		32.57329	0.0	2	7061000			3159.7532	0.0	77.52	58.3	1990
92.0		2.5	20.537	11.429	9818345472	1367.42	7589799424	0.94	3431	2.25096929E10			48.5		1.0	6.0			3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	148.41257		13			0.0	101	2448999936		0.0		11.18	2.9	1.23	4.12		"DOM"	45	20.156													3.881564		3.0035021	10.3	0.0		34.81797	0.0	2	7180200			3134.9673	0.0	63.63	59.0	1991
		2.5	20.036	11.027	10608186368	1452.53	8822303744	8.04	3766	2.38516654E10			46.96		1.0	6.0			3	9.9176384E8	0.0	0	0	0	27.0		3	0.0	"Dominican Republic"		1.0	150.95618		14			0.0	101	2831000064	3.3	0.0		16.19	2.9	1.53	4.48		"DOM"	45	19.705							66.65						3.849296		2.9808724		0.0		36.285168	0.0	2	7303260	21		3265.8928	0.0	64.03	59.7	1992
		3.0	19.54	10.623	10928074752	1470.74	9609530368	3.02	3996	2.51956675E10			45.47		1.0	6.0			3	1.03140282E9	0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	153.58267	1.0539236	15			0.0	101	3211000064		0.0		16.96	3.2	1.89	5.13		"DOM"	45	19.26													3.8170528		2.9580305		0.0		35.664635	0.0	3	7430330			3390.9216	0.0	67.82	60.4	1993
		3.5	19.054	10.221	11387258880	1505.95	10462164992	4.2	4138	2.68039905E10			44.03		1.0	5.0			3	1.44815296E9	0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	156.29454		16			0.0	101	3452999936	3.18	0.0		16.11	3.2	1.77	4.98		"DOM"	45	18.814													3.784871		2.9346013		0.0		34.91357	0.0	4	7561530			3544.784	0.0	68.49	61.1	1994
		3.5	18.563	9.819	11939459072	1551.18	11939459072	4.85	4396	2.8631765E10		0.698	42.63	47	1.0	5.0		56	3	1.57355136E9	0.0	0	0	0	25.56		3	0.0	"Dominican Republic"		1.0	159.09467	1.500065	17			0.0	101	3780000000	3.08	0.0		16.03	3.1	1.66	4.74		"DOM"	45	18.375		42			53.0	53	67.19		3.9702919	4.0253515	3.9702919	3.7376697	3.7525582	3.8501475	2.910991		0.0		34.299076	0.0	4	7697000			3719.8604	0.0	65.22	61.8	1995
96.0		3.0	18.121	9.481	12805224448	1634.89	13320617984	7.25	4632	3.07621519E10			41.46		1.0	8.0			3	9.4397709E8	0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	161.8952		0			0.0	101	4052999936		0.0	68.305435	15.07	3.1	1.74	4.8		"DOM"	45	17.969													3.724729		2.888648	5.9	0.0		53.112103	0.0	3	7832490			3927.506	0.0	66.22	62.44	1996
		3.0	17.674	9.145	13856882688	1739.08	15072106496	8.21	4903	3.5439063E10			40.32		1.0	8.0			3	1.10143629E9	0.0	0	0	0	24.6		3	0.0	"Dominican Republic"		1.0	164.6947	2.156018	1	13.8	2.3	0.0	101	4614000128	2.88	0.0		16.93	3.0	1.87	4.87		"DOM"	45	17.574							67.54						3.6968477		2.8664205		0.0		158.51042	0.0	3	7967930			4447.713	0.0	67.64	63.08	1997
		2.5	17.246	8.806	14871786496	1835.3	15858454528	7.32	5150	3.7896806E10	47.4		39.21		1.0	8.0			3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	167.4909		2			0.0	101	4989000192		0.0	102.614006	16.68	3.0	1.87	4.84		"DOM"	45	17.182													3.6689317		2.8438623		0.0		155.86415	0.0	2	8103210			4676.7646	0.0	70.04	63.72	1998
		2.5	16.825	8.469	16021280768	1944.74	17349494784	7.73	5581	4.0816718E10			38.14		1.0	8.0			3		0.0	0	0	0			3	0.0	"Dominican Republic"		1.0	170.28256		3			0.0	72	5136999936		0.0		16.34				25	"DOM"	45	16.788						49					3.8918202		3.6412635		2.8206644		0.0			0.0	2	8238270			4954.5254	0.0	66.53	64.36	1999
		2.0	16.357	8.13	17263583232	2061.82	19668969472	7.75	6033	4.4127023E10		0.727	37.09	42	1.0	8.0		48	3		0.0	0			22.86		2	0.0	"Dominican Republic"	23.3		173.06738		4			0.0		5699999744	2.712	0.0							"DOM"	45	16.369	42	35		48	42.0		67.33	67.3	3.7376697	3.871201		3.5553482	3.6133473	3.7376697	2.7953892		0.0			0.0	2	8373000			5270.1567	0.0	69.13	65.0	2000
		2.0											36.09		1.0				3		0.0						2	0.0	"Dominican Republic"								0.0				0.0							"DOM"	45														3.586016				0.0			0.0	2					0.0			2001
		2.0												32	1.0			38	3		0.0						2	0.0	"Dominican Republic"								0.0				0.0							"DOM"	45			32			38.0				3.637586	3.637586		3.465736		3.465736			0.0			0.0	2					0.0			2002
	0.0				12882601984	1080.48	3136284416	6.21		3.9444124E10					0.0				3		0.0		1	1	50.04	0.5		0.0	"Algeria"		0.0						0.0	101			0.0							"DZA"	46				99.1				50.18										1.0	0.0		0.0		11923000		22.6	3308.2383	0.0	48.44		1965
	0.0				12263597056	1001.74	3039859200	-4.8		3.5477205E10					0.0				3	1.46909619E9	0.0		1	1		0.5		0.0	"Algeria"		0.0						0.0	101	621259904		0.0							"DZA"	46				99.1														1.0	0.0		0.0		12242240		22.6	2897.934	0.0	50.64		1966
	0.0				13422870528	1066.47	3370870272	9.45		3.8403076E10					0.0				3	1.23219878E9	0.0		1	1	49.8	0.5		0.0	"Algeria"		0.0						0.0	101	723582016		0.0							"DZA"	46				99.1				51.42										1.0	0.0		0.0		12586310		22.6	3051.1782	0.0	45.07		1967
	0.0				14872034304	1148.16	3852146944	10.8		4.1378664E10					0.0				3	1.07245075E9	0.0		1	1		0.5		0.0	"Algeria"		0.0						0.0	101	830232704		0.0							"DZA"	46				99.1														1.0	0.0		0.0		12952920		22.6	3194.5435	0.0	47.32		1968
	0.0				16126235648	1208.86	4257253120	8.43		4.3559801E10					0.0				3	7.5186362E8	0.0		1	1		0.5		0.0	"Algeria"		0.0						0.0	101	934129792		0.0							"DZA"	46				99.1														1.0	0.0		0.0		13340060		22.6	3265.3376	0.0	51.86		1969
	0.0		88.919	74.661	17555447808	1277.13	4863487488	8.86		4.7193121E10			129.36	143	0.0	-9.0	4088	234	3	5.13528992E8	0.0	9	1	1	48.72	0.5		0.0	"Algeria"		0.0	5.771411	0.12352684	8			0.0	101	1009025408	7.42	0.0	57.39112						"DZA"	46	79.4	143	143	99.1	234	234.0	187	53.26	54.5	5.4553213	5.4553213	5.2311087	4.962845	4.8625994	4.962845	4.3744984		1.0	0.0	20.00582	0.0		13746000		22.6	3433.2256	0.0	51.23	39.5	1970
	0.0		87.876	72.662	15566113792	1098.57	5077222400	-11.33		4.4575797E10					0.0	-9.0	4281		3	7.6386605E8	0.0	9	1	1		0.5		0.0	"Algeria"		0.0	5.9491925		9			0.0	101	856721472		0.0							"DZA"	46	78.136			99.1												4.358451		1.0	0.0		0.0		14169430		22.6	3145.9133	0.0	46.11	39.66	1971
	0.0	6.0	86.794	70.683	19834961920	1357.68	6761786368	27.42		5.5966298E10					0.0	-9.0	4429		3	7.6224288E8	0.0	9	1	1	48.0	0.5	6	0.0	"Algeria"		0.0	6.1339316		10			0.0	101	1305857536	7.38	0.0							"DZA"	46	76.792			99.1				54.48								4.3411007		1.0	0.0		0.0	6	14609430		22.6	3830.8337	0.0	46.18	39.82	1972
	0.0	6.0	85.674	68.709	20591302656	1366.85	8715105280	3.81		5.4226088E10					0.0	-9.0	4773		3	5.5586733E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	6.325136		11			0.0	101	1905999104		0.0							"DZA"	46	75.381			99.1												4.322555		1.0	0.0		0.0	6	15064830		22.6	3599.5154	0.0	57.09	39.98	1973
	0.0	6.0	84.525	66.724	22134603776	1424.87	13209713664	7.49		5.6030826E10					0.0	-9.0	4990		3	7.3893888E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	6.5223365		12			0.0	101	4259826688		0.0							"DZA"	46	73.913			99.1												4.302889		1.0	0.0		0.0	6	15534510		22.6	3606.8616	0.0	74.24	40.14	1974
25.0	0.0	6.5	83.365	64.718	23251372032	1451.58	15557934080	5.05	1915	5.870284E10		0.501			0.0	-9.0	5194		3	5.189776E8	0.0	9	1	1	46.2	0.5	6	0.0	"Algeria"		0.0	6.725335		13			0.0	101	4290749696	7.254	0.0	63.810814						"DZA"	46	72.421			99.1			147	56.28				4.9904327				4.2824965		1.0	0.0	17.792484	0.0	7	16018000		22.6	3664.8047	0.0	76.65	40.3	1975
	0.0	6.0	81.928	62.4	25201408000	1525.9	17728346112	8.39	2047	6.7023958E10					0.0	-9.0	5440		3	4.4815376E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	6.934321		14			0.0	101	4971854848		0.0							"DZA"	46	70.764			99.1												4.2593503		1.0	0.0		0.0	6	16515750		22.6	4058.1843	0.0	70.17	40.94	1976
	0.0	6.0	80.494	60.051	26526644224	1557.78	20971902976	5.26	2166	6.8876313E10			127.05		0.0	-9.0	5659		3	2.96373888E8	0.0	9	1	1	45.0	0.5	6	0.0	"Algeria"		0.0	7.149605		15			0.0	101	5809425408	7.17	0.0							"DZA"	46	69.104			99.1				57.48						4.8445807		4.2356124		1.0	0.0		0.0	6	17028500		22.6	4044.7668	0.0	72.33	41.58	1977
	0.0	6.0	79.03	57.705	28971030528	1650.08	26364491776	9.21	2483	7.2684741E10			121.7		0.0	-9.0	5874		3	2.72800512E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	7.3716273		16			0.0	101	6125536768		0.0							"DZA"	46	67.424			99.1										4.801559		4.211001		1.0	0.0		0.0	6	17557300		22.6	4139.859	0.0	65.7	42.22	1978
40.0	0.0	6.0	77.536	55.387	31137435648	1719.96	33243422720	7.48	2919	8.338391E10			116.3		0.0	-9.0	5946		3	2.85038912E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	7.600985	0.38009077	17			0.0	101	9863297024		0.0							"DZA"	46	65.743			99.1										4.756173		4.1857533		1.0	0.0		0.0	6	18103570		22.6	4605.9375	0.0	64.01	42.86	1979
	0.0	6.0	76.01	53.104	31383609344	1681.04	42345275392	0.79	3158	8.8964235E10		0.55	102.85	94	0.0	-9.0	6119	134	3	7.1182296E7	0.0	9	1	1	42.36	0.5	6	0.0	"Algeria"		0.0	7.8384585		18			0.0	101	13870999552	6.678	0.0	69.73261						"DZA"	46	64.067		94	99.1		134.0	112	59.28		4.89784	4.89784	4.7184987	4.543295	4.6332717	4.543295	4.1599293		1.0	0.0	23.996782	0.0	6	18669170		22.6	4765.3022	0.0	64.68	43.5	1980
	0.0	6.0	74.284	50.845	32325115904	1678.3	44348674048	3.0	3332	9.1972813E10			97.65		0.0	-9.0	6300		3	8.1008456E7	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	8.086789		19			0.0	101	14396000256		0.0							"DZA"	46	62.339			99.1										4.58139		4.1325874		1.0	0.0		0.0	6	19260630		22.6	4775.1714	0.0	65.46	44.4	1981
	0.0	6.0	72.514	48.605	34393923584	1730.14	45207089152	6.4	3493	9.8996748E10			85.72		0.0	-9.0	6499		3	1.9615622E7	0.0	9	1	1	40.6	0.5	6	0.0	"Algeria"		0.0	8.346549		20			0.0	101	13169999872	6.35	0.0							"DZA"	46	60.614			99.1				60.48						4.451086		4.104526		1.0	0.0		0.0	6	19879310		22.6	4979.8887	0.0	59.92	45.3	1982
	0.0	6.0	70.739	46.373	36251197440	1766.06	48801370112	5.4	3512	1.03644275E11			82.73		0.0	-9.0	6737		3	2.4991964E7	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	8.618321		21			0.0	101	12583000064		0.0							"DZA"	46	58.908			99.1										4.415582		4.075977		1.0	0.0		0.0	6	20526600		22.6	5049.2666	0.0	53.74	46.2	1983
15.0	0.0	6.0	69.004	44.125	38281265152	1805.38	53698277376	5.6	3778	1.11129494E11			81.35		0.0	-9.0	6946		3	7.7179848E7	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	8.902735	0.4270892	22			0.0	101	12794999808		0.0							"DZA"	46	57.224			99.1										4.398761		4.046973		1.0	0.0		0.0	6	21204000		22.6	5240.9683	0.0	53.18	47.1	1984
	0.0	6.0	67.284	41.85	39697670144	1814.42	57937866752	3.7	3982	1.20284054E11		0.6	78.3		0.0	-9.0	7049		3	2.10028384E8	0.0	9	1	1	37.54	0.5	6	0.0	"Algeria"		0.0	9.186141		23			0.0	101	12840999936	5.72	0.0	75.0135						"DZA"	46	55.543			99.1			66	63.62				4.189655		4.3605475		4.0171576		1.0	0.0	26.05238	0.0	6	21879000		22.6	5497.6943	0.0	50.33	48.0	1985
	0.0	6.0	65.561	39.824	39856459776	1770.93	63696297984	0.4	4122	1.26602797E11			70.71		0.0	-9.0	7181		3	8.9557624E7	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	9.449394		24			0.0	101	7832000000		0.0							"DZA"	46	53.895			99.1										4.258587		3.9870377		1.0	0.0		0.0	6	22506000		22.6	5625.291	0.0	36.03	48.88	1986
	0.0	6.0	63.878	37.775	39577464832	1709.61	66742267904	-0.7	4361	1.3018071E11			65.68		0.0	-9.0	7275		3	1.18860416E8	0.0	9	1	1	35.5	0.5	6	0.0	"Algeria"		0.0	9.719785		25			0.0	101	8224999936	5.3	0.0							"DZA"	46	52.266			99.1				65.72						4.1847944		3.956346	9.1	1.0	0.0		0.0	6	23150000		22.6	5623.357	0.0	32.68	49.76	1987
	0.0	5.5	62.24	35.715	39181688832	1647.95	59089063936	-1.0	4538	1.23395482E11			63.62		0.0	-9.0	7616		3	1.43476576E8	0.0	9	1	1		0.5	6	0.0	"Algeria"		0.0	9.982617	0.42875168	26			0.0	101	7809999872		0.0							"DZA"	46	50.665			99.1										4.152928		3.9252353		1.0	0.0		0.0	5	23776000	12	22.6	5189.9175	0.0	38.11	50.64	1988
	0.0	5.0	60.584	33.645	40905687040	1677.22	55631491072	4.4	4553	1.2719702E11			61.56		0.0	-2.0	7741		3	9.271452E7	0.0	3	1	1		0.5	4	0.0	"Algeria"		0.0	10.239992		0			0.0	101	9569999872		0.0							"DZA"	46	49.047			99.1										4.1200123		3.892779		1.0	0.0		0.0	6	24389000		22.6	5215.3438	0.0	47.15	51.52	1989
	0.0	4.0	58.921	31.569	41232928768	1647.87	62045097984	0.8	4502	1.24237586E11		0.639	59.49	42	0.0	-2.0		69	3	4.224266E7	0.0	3	1	1	31.12	0.5	4	0.0	"Algeria"		0.0	10.505765	0.9416114	1			0.0	101	12929999872	4.49	0.0	79.62293		1.2	2.97	4.17		"DZA"	46	47.446		54	99.1		69.0	60	67.37		4.2341065	4.2341065	4.0943446	3.988984	4.0858083	3.7376697	3.8595922		1.0	0.0	50.915195	0.0	4	25022000		22.6	4965.1343	0.0	48.38	52.4	1990
	0.0	4.0	57.247	29.817	40738136064	1588.66	45715369984	-1.2	4519	1.26610719E11			57.63		0.0	-2.0			3	1.24008592E8	0.0	3	1	1		0.5	4	0.0	"Algeria"		0.0	10.766499		2			0.0	101	12570000384		0.0	80.93047						"DZA"	46	45.917			99.1										4.0540433		3.8268354		1.0	0.0	49.526188	0.0	4	25643000		22.6	4937.438	0.0	52.72	53.24	1991
77.0	0.0	6.5	55.572	28.061	41471422464	1578.6	48003297280	1.8	4640	1.28797262E11			55.77		0.0	-7.0			3	9.525088E7	0.0	7	1	1	28.2	0.5	6	0.0	"Algeria"		0.0	11.030171		0			0.0	101	11130000384	3.95	0.0	82.08688						"DZA"	46	44.398			99.1				68.46						4.021236		3.7931943	9.2	1.0	0.0	48.151955	0.0	7	26271000		22.6	4902.64	0.0	49.19	54.08	1992
	0.0	6.5	53.892	26.309	40600522752	1509.65	49946456064	-2.1	4469	1.27309693E11			53.9		0.0	-7.0			3	2.38333E7	0.0	7	1	1		0.5	6	0.0	"Algeria"		0.0	11.291744	0.821001	1			0.0	101	10229999616		0.0	83.61436		1.3	3.3	4.55		"DZA"	46	42.882			99.1										3.9871304		3.7584522		1.0	0.0	46.850597	0.0	7	26894000		22.6	4733.7583	0.0	44.92	54.92	1993
	0.0	7.0	52.231	24.571	40235118592	1463.31	42542571520	-0.9	4436	1.25869867E11			52.03		0.0	-7.0			3	2.00408464E8	0.0	7	1	1		0.5	7	0.0	"Algeria"		0.0	11.544501		2			0.0	101	8880000000		0.0	84.870926	29.45					"DZA"	46	41.385			99.1										3.9518204		3.7229185		1.0	0.0	45.46116	0.0	7	27496000		22.6	4577.752	0.0	51.49	55.76	1994
	0.0	6.0	50.586	22.845	41764052992	1488.38	41764052992	3.8	4716	1.29558184E11	35.3	0.663	50.16	40	0.0	-3.0		55	3	5.6938419E8	0.0	4	1	1	27.18	0.5	6	0.0	"Algeria"		0.0	11.781302	0.84600854	0			0.0	101	10240000000	3.74	0.0	85.96122	30.18	1.3	3.3	4.6		"DZA"	46	39.902		43	99.1		55.0	56	69.59		4.0073333	4.0073333	4.0253515	3.7612002	3.9152179	3.6888795	3.6864264	12.8	1.0	0.0	51.318604	0.0	6	28060000	23	22.6	4617.184	0.0	57.9	56.6	1995
	0.0	6.0	49.023	21.424	43476377600	1521.96	46844690432	4.1	4883	1.35023682E11			48.53		0.0	-3.0			3	8.5034912E8	0.0	4	1	1		0.5	6	0.0	"Algeria"		0.0	11.9937525		1			0.0	101	12620000256		0.0	88.19627	32.17					"DZA"	46	38.549			99.1										3.8821821		3.65193		1.0	0.0	37.807182	0.0	6	28566000		22.6	4726.727	0.0	54.12	57.34	1996
	0.0	6.0	47.464	20.011	43954618368	1513.33	47869407232	1.1	4798	1.36653603E11			46.89		0.0	-3.0			3	6.9132979E8	0.0	4	1	1	26.5	0.5	6	0.0	"Algeria"		0.0	12.194866		2	16.4	5.1	0.0	101	13893999616	3.6	0.0							"DZA"	46	37.213			99.1				70.35						3.8478043		3.6166582		1.0	0.0	26.200724	0.0	6	29045000		22.6	4704.8926	0.0	52.86	58.08	1997
	0.0	5.5	45.931	18.604	46196301824	1565.6	47356985344	5.1	4902	1.40861374E11			45.26		0.0	-3.0			3	1.07759347E9	0.0	4	1	1		0.5	5	0.0	"Algeria"		0.0	12.388842	1.0	3			0.0	101	9838999552		0.0	91.47431	27.84	1.0	2.6	3.6		"DZA"	46	35.892			99.1										3.8124237		3.5805144		1.0	0.0	26.991562	0.0	6	29507000		22.6	4773.829	0.0	47.35	58.82	1998
	0.0	5.5	44.411	17.198	47674585088	1591.81	47592153088	3.2	5128	1.46096882E11			43.61		0.0	-3.0			3	4.817736E8	0.0	4	1	1		0.5	5	0.0	"Algeria"		0.0	12.574841		4			0.0	72	12524999680		0.0		30.0				6	"DZA"	46	34.579			99.1			49					3.8918202		3.7752864		3.5432465		1.0	0.0		0.0	6	29950000		22.6	4878.0264	0.0	52.17	59.56	1999
	0.0	5.5	42.937	15.791	48818774016	1605.92	53305872384	2.4	5308	1.4882141E11		0.697	41.97	50	0.0	-3.0		50	3	9.7605645E8	0.0	4			24.76	0.5	5	0.0	"Algeria"	50.14		12.763463		5			0.0		19549999104	3.24	0.0							"DZA"	46	33.301	50	40	99.1	65	50.0		71.04	68.9	3.912023	3.912023		3.6888795	3.7369552	3.912023	3.5055873		1.0	0.0		0.0	6	30399250		22.6	4895.562	0.0	64.32	60.3	2000
	0.0	5.5											40.56		0.0				3		0.0					0.5	5	0.0	"Algeria"								0.0				0.0							"DZA"	46				99.1										3.7027824				1.0	0.0		0.0	6			22.6		0.0			2001
	0.0	5.5												39	0.0			49	3		0.0					0.5	5	0.0	"Algeria"								0.0				0.0							"DZA"	46			39	99.1		49.0				3.8918202	3.8918202		3.6635616		3.6635616			1.0	0.0		0.0	6			22.6		0.0			2002
	0.0				4229408000	822.2	1151166720	3.17		1.08379607E10					1.0				3		0.0		1	1	43.32	96.7		0.0	"Ecuador"		0.0						0.0	101			0.0							"ECU"	47				0.0				55.95										0.0	0.0		0.0		5144000		35.0	2106.913	0.0	34.43		1965
	0.0				4332753408	817.49	1255333376	2.44		1.10538291E10					1.0				3	4.92329984E8	0.0		1	1		96.7		0.0	"Ecuador"		0.0						0.0	101	139385696		0.0							"ECU"	47				0.0														0.0	0.0		0.0		5300070		35.0	2085.6006	0.0	35.21		1966
	0.0				4630278656	847.91	1402111232	6.87		1.18326548E10					1.0				3	6.2996E8	0.0		1	1	42.8	96.7		0.0	"Ecuador"		0.0						0.0	101	157924304		0.0							"ECU"	47				0.0				56.77										0.0	0.0		0.0		5460800		35.0	2166.8354	0.0	34.8		1967
	0.0				4816867840	856.17	1522888960	4.03		1.24390267E10			107.12		1.0				3	6.4025997E8	0.0		1	1		96.7		0.0	"Ecuador"		0.0						0.0	101	195173200		0.0							"ECU"	47				0.0										4.6739497				0.0	0.0		0.0		5626080		35.0	2210.958	0.0	35.53		1968
	0.0				4929221632	850.48	1674666624	2.33		1.27521618E10					1.0				3	5.6490003E8	0.0		1	1		96.7		0.0	"Ecuador"		0.0						0.0	101	152527504		0.0							"ECU"	47				0.0														0.0	0.0		0.0		5795830		35.0	2200.2305	0.0	31.66		1969
