BirthAtt	BritCol	FH	FemIR_adult	FemIR_youth	GDP	GDPcap	GDPcur	GDPgrowth	GDPppp	GDPpwt	GINI	HDI	IMRus	IMRwdi	LatinAm	Polity	SOVgdpcap	U5MRwdi	_merge	agrEXval	asia	auto_polity	autocracy_mod	autocracy_new	birth	cathol	civil	commie	cty_name	debt	democracy	density	doctors	durable	edgov_undp	edspend_undp	eeur	enroll_undp	exports	fertility	fmr_sov	girls_boys	govrev	healthPRI	healthPUB	healthTOT	hunger_undp	id	id1	illiteracy	infmort_undp	infmort_unicef	islam	kidmort_undp	kidmort_unicef	kidmort_who	life	life_undp	logCMRunicef	logCMRwdi	logCMRwho	logIMRunicef	logIMRus	logIMRwdi	logilliteracy	malnutrition	me_nafr	mideast	newspapers	oecd	polrights	population	poverty	povline	rgdpch	ssafrica	trade	urban	year
	0.0						1006666688	2.1							0.0				3		0.0		1	1	52.96	0.0		0.0	"Afghanistan"		0.0						0.0	101			0.0							"AFG"	1			230	99.3		340.0		36.82		5.8289456			5.4380794					0.0	0.0		0.0		11115000				0.0	32.67		1965
	0.0						1400000000	1.09							0.0				3	4.25698509E9	0.0		1	1		0.0		0.0	"Afghanistan"		0.0						0.0	101	82316304		0.0							"AFG"	1				99.3														0.0	0.0		0.0		11365470				0.0	27.14		1966
	0.0						1673333376	2.87							0.0				3	3.95970918E9	0.0		1	1	53.2	0.0		0.0	"Afghanistan"		0.0						0.0	101	85420096		0.0							"AFG"	1				99.3				37.8										0.0	0.0		0.0		11625010				0.0	20.98		1967
	0.0						1373333376	3.49							0.0				3	2.735712E9	0.0		1	1		0.0		0.0	"Afghanistan"		0.0						0.0	101	71818400		0.0							"AFG"	1				99.3														0.0	0.0		0.0		11893450				0.0	24.11		1968
	0.0						1408888832	1.57							0.0				3	3.14819302E9	0.0		1	1		0.0		0.0	"Afghanistan"		0.0						0.0	101	82736600		0.0							"AFG"	1				99.3														0.0	0.0		0.0		12170730				0.0	25.08		1969
	0.0						1748886656	1.99						198	0.0	-7.0	4088	320	3	3.03033344E9	0.0	7	1	1	52.24	0.0		0.0	"Afghanistan"		0.0	19.103191	0.06486313	6			0.0	101	84589504	7.136	0.0	16.163038						"AFG"	1			215	99.3		320.0	321	38.4		5.768321	5.768321	5.771441	5.370638		5.288267			0.0	0.0	8.107891	0.0		12457000				0.0	21.73	11.0	1970
	0.0						1831108864	-4.77							0.0	-7.0	4281		3	4.5610291E9	0.0	7	1	1		0.0		0.0	"Afghanistan"		0.0	19.49918		7			0.0	101	99899200		0.0							"AFG"	1				99.3														0.0	0.0		0.0		12715220				0.0	27.06	11.46	1971
	0.0	4.5					1595555584	-1.82							0.0	-7.0	4429		3	4.22577459E9	0.0	7	1	1	51.6	0.0	5	0.0	"Afghanistan"		0.0	19.935423		8			0.0	101	124514800	7.14	0.0							"AFG"	1				99.3				38.8										0.0	0.0		0.0	4	12999690				0.0	32.87	11.92	1972
	0.0	6.5					1733333376	11.37							0.0	-7.0	4773		3	4.27643699E9	0.0	7	1	1		0.0	6	0.0	"Afghanistan"		0.0	20.419207		9			0.0	101	159016400		0.0							"AFG"	1				99.3														0.0	0.0		0.0	7	13315160				0.0	27.69	12.38	1973
	0.0	6.5					2155555584	7.71							0.0	-7.0	4990		3	7.2567235E9	0.0	7	1	1		0.0	6	0.0	"Afghanistan"		0.0	20.951616		10			0.0	101	230549904		0.0							"AFG"	1				99.3														0.0	0.0		0.0	7	13662340				0.0	28.87	12.84	1974
	0.0	6.5					2366666752	3.0							0.0	-7.0	5194		3	7.5212493E9	0.0	7	1	1	51.12	0.0	6	0.0	"Afghanistan"		0.0	21.527702		11			0.0	101	223363904	7.182	0.0	16.800463						"AFG"	1			200	99.3		300.0	308	39.4		5.7037826		5.7300997	5.2983174					0.0	0.0	5.6988177	0.0	7	14038000				0.0	26.95	13.3	1975
	0.0	6.5					2555555584	6.29							0.0	-7.0	5440		3	1.17775442E10	0.0	7	1	1		0.0	6	0.0	"Afghanistan"		0.0	22.158476		12			0.0	101	298997184		0.0							"AFG"	1				99.3														0.0	0.0	5.536593	0.0	7	14449320				0.0	28.09	13.76	1976
5.0	0.0	6.0					2953333248	3.53							0.0	-7.0	5659		3	1.15753605E10	0.0	7	1	1	50.8	0.0	6	0.0	"Afghanistan"		0.0	22.870968		13			0.0	101	314236800	7.21	0.0							"AFG"	1				99.3				39.8										0.0	0.0		0.0	6	14913930				0.0	26.49	14.22	1977
	0.0	7.0					3300000000	4.1					182.0		0.0	0.0	5874		3		0.0	-77	1	1		0.0	7	0.0	"Afghanistan"		0.0	23.57541		0			0.0	101			0.0							"AFG"	1				99.3										5.2040067				0.0	0.0		0.0	7	15373290				0.0	24.71	14.68	1978
	0.0	7.0					3697940480	-0.9					182.94		0.0	-7.0	5946		3	7.4463918E9	0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	24.131653		0			0.0	101	222818304		0.0							"AFG"	1				99.3										5.2091584				0.0	0.0		0.0	7	15736010				0.0		15.14	1979
	0.0	7.0					3641723392	-3.06					182.88	183	0.0	-7.0	6119	280	3	2.25608294E10	0.0	7	1	1	49.66	0.0	7	0.0	"Afghanistan"		0.0	24.459814		1			0.0	101	670000000	7.024	0.0							"AFG"	1			185	99.3		280.0	301	39.92		5.6347895	5.6347895	5.7071104	5.220356	5.2088304	5.209486			0.0	0.0	5.6426334	0.0	7	15950000				0.0		15.6	1980
	0.0	7.0					3478787840	2.73					182.81		0.0	-7.0	6300		3	1.81629829E10	0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	24.606726	0.077029504	2			0.0	101	694000000		0.0							"AFG"	1				99.3										5.2084475				0.0	0.0		0.0	7	16045800				0.0		15.86	1981
	0.0	7.0						0.83					182.75		0.0	-7.0	6499		3	2.15502213E10	0.0	7	1	1	48.9	0.0	7	0.0	"Afghanistan"		0.0	24.613121		3			0.0	101	708000000	6.9	0.0							"AFG"	1				99.3				40.0						5.208119				0.0	0.0		0.0	7	16049970				0.0		16.12	1982
	0.0	7.0											182.69		0.0	-7.0	6737		3	2.08932966E10	0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	24.51358		4			0.0	101	729000000		0.0							"AFG"	1				99.3										5.207791				0.0	0.0		0.0	7	15985060				0.0		16.38	1983
	0.0	7.0											182.63		0.0	-7.0	6946		3		0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	24.358738		5			0.0	101	633000000		0.0							"AFG"	1				99.3										5.2074623				0.0	0.0		0.0	7	15884090				0.0		16.64	1984
	0.0	7.0											182.56		0.0	-7.0	7049		3		0.0	7	1	1	48.06	0.0	7	0.0	"Afghanistan"		0.0	24.215216		6			0.0	101	567000000	6.9	0.0							"AFG"	1			175	99.3		268.0	285	40.48		5.590987		5.652489	5.164786	5.207079				0.0	0.0	6.9662137	0.0	7	15790500				0.0		16.9	1985
	0.0	7.0											180.41		0.0	-7.0	7181		3		0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	24.770338	0.18306775	7			0.0	101	552000000		0.0							"AFG"	1				99.3										5.195232				0.0	0.0		0.0	7	16152490				0.0		17.16	1986
	0.0	7.0											178.25		0.0	-7.0	7275		3		0.0	7	1	1	47.5	0.0	7	0.0	"Afghanistan"		0.0	25.33819	0.17896505	8			0.0	101	512000000	6.9	0.0							"AFG"	1				99.3				40.8						5.183187				0.0	0.0		0.0	7	16522780				0.0		17.42	1987
8.0	0.0	6.0											176.08		0.0	-7.0	7616		3		0.0	7	1	1		0.0	6	0.0	"Afghanistan"		0.0	25.91906		9			0.0	101	395000000		0.0							"AFG"	1				99.3										5.1709385				0.0	0.0		0.0	6	16901560				0.0		17.68	1988
	0.0	7.0											173.9		0.0	-8.0	7741		3		0.0	8	1	1		0.0	7	0.0	"Afghanistan"		0.0	26.513243	0.12915711	10			0.0	101	236000000		0.0							"AFG"	1				99.3										5.15848				0.0	0.0		0.0	7	17289020				0.0		17.94	1989
9.0	0.0	7.0											171.73	167	0.0	-8.0		260	3		0.0	8	1	1	48.58	0.0	7	0.0	"Afghanistan"		0.0	27.121042	0.10918636	11			0.0	101	235000000	6.9	0.0							"AFG"	1			168	99.3		260.0	275	41.52		5.560682	5.560682	5.616771	5.123964	5.1459236	5.117994			0.0	0.0	10.17791	0.0	7	17685360				0.0		18.2	1990
	0.0	7.0											169.51		0.0	-8.0			3		0.0	8	1	1		0.0	7	0.0	"Afghanistan"		0.0	27.931665		12			0.0	101	188000000		0.0	49.97008						"AFG"	1				99.3										5.1329117				0.0	0.0	8.235441	0.0	7	18213960				0.0		18.54	1991
	0.0	6.0											167.3		0.0	0.0			3		0.0	-77	1	1	49.3	0.0	6	0.0	"Afghanistan"		0.0	28.962383		0			0.0	101	145000000	6.9	0.0							"AFG"	1				99.3				42.0						5.1197886				0.0	0.0	10.907504	0.0	6	18886080				0.0		18.88	1992
	0.0	7.0											165.08		0.0	0.0			3		0.0	-77	1	1		0.0	7	0.0	"Afghanistan"		0.0	30.235596	0.14277504	0			0.0	101	140000000		0.0	33.164543						"AFG"	1				99.3										5.10643				0.0	0.0	11.107544	0.0	7	19716330				0.0		19.22	1993
	0.0	7.0											162.85		0.0	0.0			3		0.0	-77	1	1		0.0	7	0.0	"Afghanistan"		0.0	31.779709		0			0.0	101	155000000		0.0	39.42228						"AFG"	1				99.3										5.0928297				0.0	0.0	10.423085	0.0	7	20723230				0.0		19.56	1994
	0.0	7.0											160.61	165	0.0	0.0		257	3		0.0	-77	1	1	48.52	0.0	7	0.0	"Afghanistan"		0.0	33.630096		0			0.0	101	155000000	6.9	0.0	43.18122						"AFG"	1			165	99.3		257.0	271	42.32		5.549076	5.549076	5.602119	5.1059456	5.078979	5.1059456			0.0	0.0	9.119989	0.0	7	21929850				0.0		19.9	1995
	0.0	7.0											158.36		0.0	-7.0			3		0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	35.371113		0			0.0	101	155000000		0.0							"AFG"	1				99.3										5.064871				0.0	0.0	4.899166	0.0	7	23065150				0.0		20.3	1996
	0.0	7.0											156.1		0.0	-7.0			3		0.0	7	1	1	48.0	0.0	7	0.0	"Afghanistan"		0.0	36.975327	0.109990194	1			0.0	101	150000000	6.9	0.0							"AFG"	1				99.3				42.54						5.050497			49.3	0.0	0.0		0.0	7	24111240				0.0		20.7	1997
	0.0	7.0											153.83		0.0	-7.0			3		0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	38.416492		2			0.0	101	140000000		0.0							"AFG"	1				99.3										5.035848				0.0	0.0		0.0	7	25051010				0.0		21.1	1998
	0.0	7.0											151.56		0.0	-7.0			3		0.0	7	1	1		0.0	7	0.0	"Afghanistan"		0.0	39.670353		3			0.0		120000000		0.0							"AFG"	1				99.3			264					5.575949		5.020982				0.0	0.0		0.0	7	25868640				0.0		21.5	1999
	0.0	7.0											149.28	165	0.0	-7.0		257	3		0.0	7			47.64	0.0	7	0.0	"Afghanistan"			40.71524		4			0.0		130000000	6.66	0.0							"AFG"	1			165	99.3		257.0		42.96		5.549076	5.549076		5.1059456	5.0058236	5.1059456			0.0	0.0		0.0	7	26550000			699.2443	0.0		21.9	2000
	0.0	7.0											147.02		0.0				3		0.0					0.0	7	0.0	"Afghanistan"								0.0				0.0							"AFG"	1				99.3										4.9905686				0.0	0.0		0.0	7					0.0			2001
	0.0	6.0												165	0.0			257	3		0.0					0.0	6	0.0	"Afghanistan"								0.0				0.0							"AFG"	1			165	99.3		257.0				5.549076	5.549076		5.1059456		5.1059456			0.0	0.0		0.0	6					0.0			2002
	0.0									1.48889743E10					0.0				3		0.0				49.22	60.4		0.0	"Angola"								0.0	101			0.0							"AGO"	2			195	0.0		320.0		35.16		5.768321			5.273					0.0	0.0		0.0		5180000			2874.3193	1.0			1965
	0.0									1.53502648E10					0.0				3		0.0					60.4		0.0	"Angola"								0.0	101			0.0							"AGO"	2				0.0														0.0	0.0		0.0		5252480			2922.4795	1.0			1966
	0.0									1.61831946E10					0.0				3		0.0				49.1	60.4		0.0	"Angola"								0.0	101			0.0							"AGO"	2				0.0				35.96										0.0	0.0		0.0		5328300			3037.2153	1.0			1967
	0.0									1.64806922E10					0.0				3		0.0					60.4		0.0	"Angola"								0.0	101			0.0							"AGO"	2				0.0														0.0	0.0		0.0		5408720			3047.0596	1.0			1968
	0.0									1.79173908E10					0.0				3		0.0					60.4		0.0	"Angola"								0.0	101			0.0							"AGO"	2				0.0														0.0	0.0		0.0		5494930			3260.7134	1.0			1969
	0.0									1.86006446E10			219.51	180	0.0		4088	300	3	3.5E9	0.0				49.04	60.4		0.0	"Angola"			4.482233	0.116320685				0.0	101		6.516	0.0	57.18378						"AGO"	2		180	180	0.0	300	300.0	285	37.19	38.0	5.7037826	5.7037826	5.652489	5.192957	5.391398	5.192957			0.0	0.0		0.0		5588000			3328.6765	1.0		15.0	1970
	0.0									1.89563372E10			217.12		0.0		4281		3		0.0					60.4		0.0	"Angola"			4.564811					0.0	101			0.0							"AGO"	2				0.0										5.3804502				0.0	0.0		0.0		5690950			3330.9617	1.0		15.56	1971
	0.0									1.91682335E10			214.75		0.0		4429		3		0.0				49.0	60.4		0.0	"Angola"			4.6536536					0.0	101		6.6	0.0							"AGO"	2				0.0				38.01						5.3694744				0.0	0.0		0.0		5801710			3303.8938	1.0		16.12	1972
	0.0									2.06465638E10			212.4		0.0		4773		3		0.0					60.4		0.0	"Angola"			4.749202					0.0	101			0.0							"AGO"	2				0.0										5.3584714				0.0	0.0		0.0		5920830			3487.1062	1.0		16.68	1973
	0.0									1.95428905E10			210.07		0.0		4990		3		0.0					60.4		0.0	"Angola"			4.852001					0.0	101			0.0							"AGO"	2				0.0										5.3474407				0.0	0.0		0.0		6048990			3230.7693	1.0		17.24	1974
	0.0	6.0								1.2905686E10			207.76		0.0	-7.0	5194		3	6.4522793E9	0.0	7	1	1	49.48	60.4	6	0.0	"Angola"		0.0	4.9627013		0			0.0	101	993997568	6.72	0.0							"AGO"	2			167	0.0		280.0	265	39.21		5.6347895		5.57973	5.117994	5.3363833				0.0	0.0	13.738484	0.0	6	6187000			2085.936	1.0		17.8	1975
	0.0	6.0								1.17155881E10			207.76		0.0	-7.0	5440		3		0.0	7	1	1		60.4	6	0.0	"Angola"		0.0	5.0810137		1			0.0	101			0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	6	6334500			1849.489	1.0		18.42	1976
	0.0	7.0								1.19796603E10			207.76		0.0	-7.0	5659		3		0.0	7	1	1	49.8	60.4	7	0.0	"Angola"		0.0	5.2057033		2			0.0	101		6.8	0.0							"AGO"	2				0.0				40.01						5.3363833				0.0	0.0		0.0	7	6489950			1845.8787	1.0		19.04	1977
	0.0	7.0								1.26763131E10			207.76		0.0	-7.0	5874		3	4.0752896E8	0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	5.34086		3			0.0	101	977603520		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	6658450			1903.7933	1.0		19.66	1978
	0.0	7.0								1.29389752E10			207.76		0.0	-7.0	5946		3	5.36442016E8	0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	5.492725		4			0.0	101	1101643648		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	6847780			1889.5138	1.0		20.28	1979
	0.0	7.0			4929141248	697.98				1.36056474E10			207.76	158	0.0	-7.0	6119	265	3	3.20229856E8	0.0	7	1	1	50.4	60.4	7	0.0	"Angola"		0.0	5.6645546		5			0.0	101	1883000064	6.92	0.0							"AGO"	2			156	0.0		262.0	246	41.18		5.5683446	5.57973	5.5053315	5.049856	5.3363833	5.062595			0.0	0.0	20.249222	0.0	7	7062000			1926.5997	1.0		20.9	1980
	0.0	7.0			4613676032	632.23		-6.4		1.26600151E10			207.76		0.0	-7.0	6300		3	3.06238304E8	0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	5.853445		6			0.0	101	1856000000		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	7297490			1734.8452	1.0		21.56	1981
34.0	0.0	7.0			4613676032	611.02		0.0		1.25664174E10			207.76		0.0	-7.0	6499		3	3.06492256E8	0.0	7	1	1	50.8	60.4	7	0.0	"Angola"		0.0	6.0566053		7			0.0	101	1628999936	7.0	0.0							"AGO"	2				0.0				41.96						5.3363833				0.0	0.0		0.0	7	7550770			1664.2563	1.0		22.22	1982
	0.0	7.0			4807450624	614.88		4.2		1.36408146E10			207.76		0.0	-7.0	6737		3	5.4024336E7	0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	6.2713485		8			0.0	101	1822000000		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	7818490			1744.6866	1.0		22.88	1983
15.0	0.0	7.0			5095897600	629.42		6.0		1.44013384E10			207.76		0.0	-7.0	6946		3		0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	6.494048	0.0594111	9			0.0	101	2032999936		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	8096130			1778.7928	1.0		23.54	1984
	0.0	7.0			5274253824	629.54	6804278272	3.5	1081	1.55854346E10			207.76		0.0	-7.0	7049		3		0.0	7	1	1	51.1	60.4	7	0.0	"Angola"		0.0	6.7201414		10			0.0	101	2244999936	7.12	0.0							"AGO"	2			155	0.0		261.0	228	43.16		5.5645204		5.4293456	5.043425	5.3363833				0.0	0.0	12.294104	0.0	7	8378000			1860.281	1.0	61.06	24.2	1985
	0.0	7.0			5423165952	626.43	6355849216	2.82	1145	1.61154826E10			207.76		0.0	-7.0	7181		3		0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	6.9441323		11			0.0	101	1332000000		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	8657250			1861.5013	1.0	70.67	24.88	1986
17.0	0.0	7.0			5849895424	655.39	7383121408	7.87	1290	1.7646295E10			207.76		0.0	-7.0	7275		3		0.0	7	1	1	51.3	60.4	7	0.0	"Angola"		0.0	7.159581		12			0.0	101	2168000000	7.2	0.0							"AGO"	2				0.0				43.96						5.3363833				0.0	0.0		0.0	7	8925850			1976.9875	1.0	61.88	25.56	1987
	0.0	7.0			6179192832	673.51	7975234048	5.63	1596	1.90626243E10			207.76		0.0	-7.0	7616		3		0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	7.359116		13			0.0	101	2516000000		0.0							"AGO"	2				0.0										5.3363833				0.0	0.0		0.0	7	9174610			2077.7585	1.0	55.16	26.24	1988
	0.0	7.0			6206035968	660.7	9283054592	0.43	1532	1.89624566E10			207.76		0.0	-7.0	7741		3		0.0	7	1	1		60.4	7	0.0	"Angola"		0.0	7.5344267		14			0.0	101	3015000064		0.0							"AGO"	2				0.0										5.3363833			20.0	0.0	0.0		0.0	7	9393170			2018.7494	1.0	53.06	26.92	1989
	0.0	7.0			6189436928	646.75	10260193280	-0.27	1581	1.862767E10			207.76	166	0.0	-7.0		260	3	7299387.5	0.0	7	1	1	51.0	60.4	7	0.0	"Angola"		0.0	7.6762652	0.042110763	15			0.0	101	3910000128	7.2	0.0				1.39			"AGO"	2			154	0.0		260.0	207	45.46		5.560682	5.560682	5.332719	5.0369525	5.3363833	5.1119876			0.0	0.0	12.016719	0.0	7	9570000			1946.465	1.0	59.84	27.6	1990
	0.0	5.0			6229836800	627.26	12193746944	0.65	1557	1.86886779E10			205.87		0.0	-3.0			3	0.0	0.0	-88	1	1		60.4	4	0.0	"Angola"		0.0	7.9664474		0			0.0	101	3409999872		0.0				3.9			"AGO"	2				0.0										5.3272448				0.0	0.0	11.67969	0.0	6	9931770			1881.7067	1.0	57.32	28.28	1991
17.0	0.0	6.0			5910209536	574.6	5779394048	-5.13	1968	1.9146326E10			203.99		0.0	0.0			3		0.0	-77	1	1	50.8	60.4	6	0.0	"Angola"		0.0	8.250405		0			0.0	101	3755000064	7.2	0.0							"AGO"	2				0.0				46.46						5.318071				0.0	0.0	11.277706	0.0	6	10285780			1861.4364	1.0	139.52	28.96	1992
	0.0	7.0			4505854464	423.65	5285600256	-23.76	1463	1.21576397E10			202.13		0.0	-1.0			3		0.0	-88	1	1		60.4	7	0.0	"Angola"		0.0	8.531178		0			0.0	101	3761999872		0.0							"AGO"	2				0.0										5.308911				0.0	0.0	11.000563	0.0	7	10635820			1143.0844	1.0	109.06	29.64	1993
	0.0	7.0			4568828416	415.89	4059577088	1.4	1873	1.25108716E10			200.28		0.0	-1.0			3		0.0	-88	1	1		60.4	7	0.0	"Angola"		0.0	8.811767		0			0.0	101	3017999872		0.0							"AGO"	2				0.0										5.2997165				0.0	0.0	10.650277	0.0	7	10985630			1138.8397	1.0	161.21	30.32	1994
	0.0	6.0			5039534592	444.44	5039534592	10.3	2052	1.42034831E10			198.45	172	0.0	-2.0		260	3		0.0	-88	1	1	49.36	60.4	6	0.0	"Angola"		0.0	9.095211		0			0.0	101	3641999872	6.96	0.0							"AGO"	2			152	0.0		255.0	205	46.46		5.5412636	5.560682	5.32301	5.0238805	5.2905374	5.1474943			0.0	0.0	10.759326	0.0	6	11339000			1252.6222	1.0		31.0	1995
	0.0	6.0			5541174272	473.87	7526441984	9.95	2011	1.59302144E10			198.32		0.0	-2.0			3		0.0	-88	1	1		60.4	6	0.0	"Angola"		0.0	9.37949		0			0.0	101	5095000064		0.0							"AGO"	2				0.0										5.2898817			40.6	0.0	0.0	10.946337	0.0	6	11693410			1362.3241	1.0	152.11	31.64	1996
	0.0	6.0			5887047168	488.7	7690181120	6.24	1853				198.2		0.0	-3.0			3		0.0	4	1	1	48.4	60.4	6	0.0	"Angola"		0.0	9.662581	0.077035844	0			0.0	101	5007000064	6.8	0.0							"AGO"	2				0.0				46.46						5.2892766				0.0	0.0		0.0	6	12046340				1.0	137.41	32.28	1997
	0.0	6.0			6295225856	507.61	6448708096	6.93	2253				198.07		0.0	-3.0			3		0.0	4	1	1		60.4	6	0.0	"Angola"		0.0	9.947525		1			0.0	101	3543000064		0.0	80.91324						"AGO"	2				0.0										5.2886205				0.0	0.0		0.0	6	12401580				1.0	132.38	32.92	1998
	0.0	6.0			6508814336	509.98	6197856768	3.39	2604				197.95		0.0	-3.0			3		0.0	4	1	1		60.4	6	0.0	"Angola"		0.0	10.237323		2			0.0	23	5155999744		0.0						51	"AGO"	2				0.0			201					5.3033047		5.2880144				0.0	0.0		0.0	6	12762870				1.0	180.96	33.56	1999
	0.0	6.0			6646773248	506.07	8828022784	2.12	2187			0.403	197.83	172	0.0	-3.0		260	3		0.0	4			47.5	60.4	6	0.0	"Angola"	203.22		10.535012		3			0.0		7857999872	6.62	0.0							"AGO"	2		172	150	0.0	295	249.0		46.58	44.6	5.5174527	5.560682		5.0106354	5.287408	5.1474943			0.0	0.0		0.0	6	13134000			1307.4734	1.0	164.37	34.2	2000
	0.0	6.0											196.48		0.0				3		0.0					60.4	6	0.0	"Angola"								0.0				0.0							"AGO"	2				0.0										5.2805605				0.0	0.0		0.0	6					1.0			2001
	0.0	5.5												154	0.0			260	3		0.0					60.4	5	0.0	"Angola"								0.0				0.0							"AGO"	2			154	0.0		260.0				5.560682	5.560682		5.0369525		5.0369525			0.0	0.0		0.0	6					1.0			2002
	0.0												86.77		0.0				3		0.0		1	1	34.8	0.0		1.0	"Albania"		0.0						1.0	101			0.0							"ALB"	3				27.7				62.38						4.463261				0.0	0.0		0.0		1870000				0.0			1965
	0.0														0.0				3		0.0		1	1	34.0	0.0		1.0	"Albania"		0.0						1.0	101			0.0							"ALB"	3				27.7														0.0	0.0		0.0		1914000				0.0			1966
	0.0														0.0				3		0.0		1	1	35.3	0.0		1.0	"Albania"		0.0						1.0	101			0.0							"ALB"	3				27.7				62.98										0.0	0.0		0.0		1965000				0.0			1967
	0.0														0.0				3		0.0		1	1	35.6	0.0		1.0	"Albania"		0.0						1.0	101			0.0							"ALB"	3				27.7														0.0	0.0		0.0		2019000				0.0			1968
	0.0														0.0				3		0.0		1	1	35.3	0.0		1.0	"Albania"		0.0						1.0	101			0.0							"ALB"	3				27.7														0.0	0.0		0.0		2080000				0.0			1969
	0.0		63.388	30.586										83	0.0	-9.0	4088	105	3	1.0E8	0.0	9	1	1	32.5	0.0		1.0	"Albania"		0.0	77.95621	0.9363296	24			1.0	101		5.16	0.0							"ALB"	3	48.46	68	68	27.7	82	82.0	71	65.36	67.7	4.406719	4.65396	4.26268	4.2195077		4.4188404	3.8807387		0.0	0.0	60.861423	0.0		2136000				0.0		31.75	1970
	0.0		61.477	29.228											0.0	-9.0	4281		3		0.0	9	1	1	33.3	0.0		1.0	"Albania"		0.0	79.85401		25			1.0	101			0.0							"ALB"	3	46.816			27.7												3.846225		0.0	0.0		0.0		2188000				0.0		31.954	1971
	0.0	7.0	59.782	27.871											0.0	-9.0	4429		3		0.0	9	1	1	31.9	0.0	7	1.0	"Albania"		0.0	81.78832		26			1.0	101		4.66	0.0							"ALB"	3	45.394			27.7				66.95								3.8153799		0.0	0.0		0.0	7	2241000				0.0		32.158	1972
	0.0	7.0	57.962	26.533											0.0	-9.0	4773		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	83.832115		27			1.0	101			0.0							"ALB"	3	43.83			27.7												3.7803185		0.0	0.0		0.0	7	2297000				0.0		32.362	1973
	0.0	7.0	56.25	25.194											0.0	-9.0	4990		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	85.72993		28			1.0	101			0.0							"ALB"	3	42.308			27.7												3.744976		0.0	0.0		0.0	7	2349000				0.0		32.566	1974
	0.0	7.0	54.605	23.866											0.0	-9.0	5194		3		0.0	9	1	1	30.94	0.0	7	1.0	"Albania"		0.0	87.66423		29			1.0	101		4.384	0.0	88.6218						"ALB"	3	40.818			27.7			64	67.84				4.158883				3.7091231		0.0	0.0	47.87677	0.0	7	2402000				0.0		32.77	1975
	0.0	7.0	53.143	22.339											0.0	-9.0	5440		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	89.63504		30			1.0	101			0.0							"ALB"	3	39.427			27.7												3.6744509		0.0	0.0		0.0	7	2456000				0.0		32.974	1976
	0.0	7.0	51.482	20.828											0.0	-9.0	5659		3		0.0	9	1	1	30.3	0.0	7	1.0	"Albania"		0.0	91.532845	1.0530303	31			1.0	101		4.2	0.0							"ALB"	3	37.82			27.7				68.44								3.632838		0.0	0.0		0.0	7	2508000				0.0		33.178	1977
	0.0	7.0	50.257	19.33											0.0	-9.0	5874		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	93.540146		32			1.0	101			0.0							"ALB"	3	36.583			27.7												3.5995836		0.0	0.0		0.0	7	2563000				0.0		33.382	1978
	0.0	7.0	48.833	17.82											0.0	-9.0	5946		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	95.51095		33			1.0	101			0.0							"ALB"	3	35.228			27.7												3.5618412		0.0	0.0		0.0	7	2617000				0.0		33.586	1979
	0.0	7.0	47.367	16.341	2430521600	909.97						0.673		56	0.0	-9.0	6119	66	3		0.0	9	1	1	28.8	0.0	7	1.0	"Albania"		0.0	97.48175		34			1.0	101		3.62	0.0	87.40604						"ALB"	3	33.868		47	27.7		57.0	62	69.33		4.0430512	4.189655	4.1271343	3.8501475		4.0253515	3.5224707		0.0	0.0	54.286785	0.0	7	2671000				0.0	45.83	33.79	1980
	0.0	7.0	45.906	15.305	2570170368	943.53		5.75							0.0	-9.0	6300		3		0.0	9	1	1		0.0	7	1.0	"Albania"		0.0	99.41606		35			1.0	101			0.0							"ALB"	3	32.705			27.7												3.487528		0.0	0.0		0.0	7	2724000				0.0	44.5	33.984	1981
